Book Code,Title,Category,Price,Pages
PS9945,Freaks: Alive on the Inside,Speculative fiction,7559.05,11286
PC9946,"Lust, Caution",Fiction,4060.01,3399
BU9947,The Stuff of Thought,Psychology,6876.18,7629
TC9948,Colonization: Down to Earth,Alternate history,5935.01,2947
TC9949,Colonization: Aftershocks,Alternate history,7087.38,2643
BU9950,The Conch Bearer,Children's literature,2043.58,10857
TC9951,The Family of Pascual Duarte,Novel,8075.08,6660
PC9952,Omertà,Thriller,4597.12,5683
BU9953,The Good Companions,Novel,500.59,4927
TC9954,The Disinherited,Autobiographical novel,965.20,10401
PS9955,Vampirates: Blood Captain,Children's literature,5339.42,9489
BU9956,Red Orc's Rage,Science Fiction,5036.06,9472
MC9957,The Monster Bed,Children's literature,7857.24,339
BU9958,Thirty-Three Teeth,Crime Fiction,4648.06,11900
TC9959,The Coroner's Lunch,Crime Fiction,9232.38,1523
PC9960,Pool and its Role in Asian Communism,Comedy,946.07,4187
MC9961,The Four-Gated City,Speculative fiction,3102.82,10423
PS9962,Hero,Novel,3554.09,5633
PS9963,The Tide Knot,Speculative fiction,8831.07,9407
TC9964,Click Click Snap,Creative nonfiction,5752.09,4406
MC9965,The Deep,Children's literature,5636.49,5601
TC9966,Polymorph,Science Fiction,503.18,2176
PS9967,The Gladiator,Alternate history,3717.43,1097
PC9968,The Gryphon's Skull,Historical novel,6696.20,11148
PC9969,Seize the Night,Science Fiction,3574.96,8754
MC9970,Solip:System,Science Fiction,4369.65,604
PS9971,Single & Single,Mystery,1193.83,1099
TC9972,Homebody,Fantasy,4432.56,9275
BU9973,Stone Tables,History,9124.67,4301
MC9974,Saints,History,9525.66,4723
BU9975,Invasive Procedures,Thriller,3075.47,3093
BU9976,The Brief Wondrous Life of Oscar Wao,Fiction,3498.22,4976
PS9977,Shadows Return,Speculative fiction,9812.13,10562
TC9978,A War of Gifts: An Ender Story,Science Fiction,5506.13,9023
TC9979,Rebekah,History,2001.37,2076
BU9980,Rachel and Leah,History,5946.99,8585
PC9981,Rasputin,Science Fiction,5888.70,743
TC9982,Redeeming Love,Western,5984.65,2853
TC9983,Mr. Magorium's Wonder Emporium,Children's literature,4943.47,7794
MC9984,Reincarnation,Children's literature,5585.09,1772
BU9985,Dangerous Days of Daniel X,Science Fiction,9788.03,1763
PS9986,First Boy,Children's literature,7113.83,3394
PS9987,Stone Cold,Literary realism,5457.97,11721
BU9988,Wolf,Speculative fiction,2347.75,8158
TC9989,The Haunting,Ghost story,3001.40,9640
TC9990,Tulku,Speculative fiction,8257.10,6517
PC9991,Sea Change,Literary realism,1694.10,8697
PC9992,Death's Shadow,Fantasy,2945.17,9906
BU9993,Beast,Young adult literature,8286.42,2180
PC9994,Clay,Children's literature,976.01,6791
TC9995,Framed,Children's literature,5919.67,8463
MC9996,Turbulence,Children's literature,4539.71,11383
PC9997,The Edge,Children's literature,8967.52,7521
PS9998,Doomwyte,Speculative fiction,1198.98,9631
PC9999,Troy,Young adult literature,6218.19,9329
PS10000,Little Soldier,Children's literature,3972.32,4001
TC10001,Harlequin,Historical novel,3854.04,7830
BU10002,All Fun and Games until Somebody Loses an Eye,Thriller,5952.17,9870
PS10003,A Big Boy did it and Ran Away,Crime Fiction,4719.24,1288
PC10004,Sleeping Freshmen Never Lie,Young adult literature,1248.03,8695
PS10005,The Boy and the Darkness,Science Fiction,5374.12,11620
MC10006,"South Park and Philosophy: You Know, I Learned Something Today",Philosophy,5343.74,5359
MC10007,Emily's Quest,Children's literature,5084.27,1404
PC10008,Nebula Maker,Science Fiction,1150.78,2699
PS10009,Master Alvin,Alternate history,3310.71,4614
BU10010,The Wives of Israel,History,6194.28,9373
PS10011,"Weep Not, Child",Historical novel,5359.00,7164
PC10012,Mister Pip,Fiction,5796.55,2200
PS10013,Person or Persons Unknown,Crime Fiction,3675.70,9621
TC10014,Moon of Mutiny,Science Fiction,4233.05,1076
BU10015,Venus,Science Fiction,3428.92,2251
PS10016,The Wheel of Darkness,Thriller,2491.44,385
TC10017,The Careful Use of Compliments,Fiction,923.14,2134
PC10018,Wartime Lies,Autobiographical novel,9831.50,9292
BU10019,Magic Mirror,Speculative fiction,363.80,4667
TC10020,Adolf Hitler: My Part in His Downfall,Comic novel,9653.10,1985
PS10021,The Name of this Book is Secret,Mystery,2824.09,2887
PC10022,Paloma,Science Fiction,6067.86,5468
BU10023,Dragonsbane,Speculative fiction,1222.94,11998
PS10024,Blasphemy,Thriller,9861.92,333
PS10025,Sex and the Single Ghost,Paranormal romance,4088.68,7834
TC10026,Brat Farrar,Crime Fiction,9165.18,6377
TC10027,Falling Angel,Thriller,4330.24,5274
MC10028,Dave at Night,Historical fiction,7994.78,11692
PS10029,Gray Matters,Science Fiction,4444.82,5231
MC10030,Nevermore,Mystery,7194.98,2121
MC10031,Theodosia and the Serpents of Chaos,Speculative fiction,6987.78,10098
PS10032,Martha in the Mirror,Speculative fiction,9059.87,2568
PS10033,The Many Hands,Speculative fiction,9099.40,8694
PC10034,Snowglobe 7,Speculative fiction,1823.96,4702
BU10035,Deep Storm,Thriller,5321.26,7547
BU10036,The Ice Limit,Thriller,8104.88,8263
TC10037,Jennie,Thriller,8258.15,8931
BU10038,Mists of Dawn,Science Fiction,8609.41,5037
PC10039,A Far Country,Fiction,2971.01,5748
PC10040,Brotherhood of the Rose,Thriller,9428.71,6725
TC10041,Blink,Thriller,1376.15,9975
PS10042,Black,Thriller,6881.20,3316
PS10043,Red,Thriller,6101.30,10798
MC10044,White,Thriller,2656.17,1426
MC10045,New Found Land,Alternate history,6407.01,6963
PC10046,Dragon Dance,Alternate history,1862.97,864
PS10047,Missing Men of Saturn,Science Fiction,5743.51,10801
PS10048,Rocket Jockey,Science Fiction,2546.48,611
BU10049,Stadium Beyond the Stars,Science Fiction,3433.63,1673
BU10050,Rocket to Luna,Science Fiction,2073.81,11197
BU10051,Origin in Death,Crime Fiction,6418.64,4030
PS10052,Memory in Death,Crime Fiction,3613.34,8253
MC10053,The Raven's Knot,Speculative fiction,4653.74,9171
PC10054,The Fatal Strand,Children's literature,9012.07,9700
PS10055,1st to Die,Crime Fiction,4678.18,8750
BU10056,The Unicorn Girl,Science Fiction,6030.11,2669
PS10057,The Blue Man,Mystery,6108.93,3839
MC10058,Warrior Scarlet,Historical novel,2062.37,8943
BU10059,Danny Dunn and the Anti-Gravity Paint,Science Fiction,2414.91,8469
PC10060,Danny Dunn and the Homework Machine,Science Fiction,5518.94,5963
TC10061,Danny Dunn and the Weather Machine,Science Fiction,8713.73,9542
TC10062,Danny Dunn on the Ocean Floor,Science Fiction,7266.78,10706
MC10063,Danny Dunn and the Fossil Cave,Science Fiction,2952.82,4352
MC10064,Dark Universe,Science Fiction,7745.37,3012
PS10065,"Danny Dunn, Time Traveler",Science Fiction,4713.11,5394
TC10066,Danny Dunn and the Automatic House,Science Fiction,8490.32,2905
PS10067,Danny Dunn and the Smallifying Machine,Science Fiction,5305.97,6606
TC10068,Danny Dunn and the Swamp Monster,Science Fiction,2422.43,3210
PC10069,Danny Dunn Scientific Detective,Science Fiction,8500.48,3539
TC10070,Danny Dunn and the Universal Glue,Science Fiction,1403.56,3785
PS10071,Lila Says,Novel,5725.97,5299
PS10072,Our Twisted Hero,Novel,6310.25,7674
BU10073,Danny Dunn and the Voice from Space,Science Fiction,8545.30,9950
PS10074,Flour Babies,Children's literature,8480.70,5151
MC10075,The Adventures of Three Englishmen and Three Russians in South Africa,Adventure novel,1399.10,2404
PC10076,The Sky People,Alternate history,4723.72,6044
PC10077,The Bush Soldiers,Alternate history,4080.69,10280
TC10078,Little Man Little Man: A Story of Childhood,Novel,4737.99,10228
PS10079,Deadkidsongs,Black comedy,7780.92,2129
BU10080,Finding Myself,Postmodernism,3581.48,10088
PS10081,62: A Model Kit,Speculative fiction,9674.61,5026
BU10082,A Visitation of Spirits,Novel,3927.59,2325
PC10083,Cecilia,Fiction,1523.21,6764
MC10084,Freehold,Science Fiction,3214.84,9630
BU10085,"Jack, Knave and Fool",Crime Fiction,3728.82,10139
PS10086,The 4-Hour Workweek,Self-help,7010.64,1188
PS10087,The Resistance,Science Fiction,3625.07,1153
PS10088,The Adventures of Danny Meadow Mouse,Children's literature,5694.16,11372
TC10089,Two Old Women,Novel,8213.81,6122
PS10090,Our Story,Autobiography,5652.11,1705
BU10091,The Disunited States of America,Alternate history,1275.65,5571
PC10092,Pied Piper of Lovers,Novel,8823.68,2508
BU10093,Star Wars Republic Commando: Order 66,Science Fiction,1656.98,4380
BU10094,Among the Missing,Thriller,2686.73,3673
PC10095,Bully and the Beast,Fantasy,3229.65,11334
MC10096,A Small Place in Italy,Autobiographical novel,1534.52,3061
PC10097,"English, August: An Indian Story",Fiction,1200.61,5177
PS10098,On My Honor,Young adult literature,4432.18,2889
PC10099,Floodgate,Thriller,8179.23,6803
MC10100,The Documents in the Case,Mystery,3667.20,7108
PS10101,Nightwing,Thriller,1638.03,8317
TC10102,Raven Rise,Children's literature,6065.34,4245
MC10103,Inheritance,Fantasy,2525.89,2949
BU10104,The Great Elephant Chase,Children's literature,1521.53,7142
MC10105,River of Death,Thriller,8270.12,7379
TC10106,Inventing Elliot,Young adult literature,5081.32,8049
PS10107,Adrift in Soho,Novel,8742.47,1458
BU10108,Seawitch,Thriller,5473.17,1764
TC10109,The Bloody Red Baron,Alternate history,8447.25,9955
PS10110,The Wednesday Wars,Historical fiction,1041.61,994
BU10111,Anno Dracula,Alternate history,9874.76,4840
PC10112,Judgement of Tears,Alternate history,8007.85,8283
TC10113,A Wild Ride Through the Night,Speculative fiction,5269.46,11101
PS10114,The Golden Gate,Thriller,9602.38,982
MC10115,The Memory Game,Mystery,9412.62,11979
PC10116,Forbidden City,Young adult literature,9517.83,8476
BU10117,Vampire Hunter D Volume 1,Light novel,8041.91,1239
MC10118,Vampire Hunter D: Mysterious Journey to the North Sea,Light novel,9094.46,8497
MC10119,The Road to Omaha,Thriller,361.56,5086
BU10120,Girl in Landscape,Science Fiction,8869.43,10128
BU10121,My Story,Autobiography,7264.85,4704
PC10122,Conspiracy in Death,Crime Fiction,3439.57,515
PS10123,Deep Fathom,Speculative fiction,1893.45,9231
PS10124,The Final Circle of Paradise,Science Fiction,4660.26,684
PC10125,The Door in the Dragon's Throat,Young adult literature,4215.17,7210
MC10126,Forrest Gump,Children's literature,9522.70,3424
PC10127,Los Premios,Novel,3979.92,7043
PS10128,The Way to Dusty Death,Thriller,7035.64,10785
PS10129,My Gun Is Quick,Crime Fiction,5597.51,6393
BU10130,Vengeance Is Mine!,Crime Fiction,3175.51,4716
PS10131,One Lonely Night,Crime Fiction,1524.72,8232
PC10132,The Big Kill,Crime Fiction,7316.85,1416
PC10133,The Body Lovers,Crime Fiction,8408.41,4387
MC10134,Double Indemnity,Crime Fiction,3418.81,4621
PC10135,Chocolate Fever,Children's literature,8259.85,8984
TC10136,Caravan to Vaccarès,Thriller,9266.93,2110
PS10137,Bird Girl and the Man Who Followed the Sun,Novel,3630.06,2760
TC10138,The Big Blowdown,Crime Fiction,2778.45,5796
MC10139,The Dark Crusader,Thriller,6002.90,10037
BU10140,The Whaleboat House,Crime Fiction,842.74,5380
MC10141,Breath,Novel,2463.86,11483
PS10142,The Last Frontier,Thriller,9389.19,7493
PS10143,Partisans,War novel,6757.61,9578
MC10144,The Golden Road,Children's literature,9367.40,7503
PC10145,Crime in the Kennel,Mystery,6634.65,402
PS10146,Hilldiggers,Science Fiction,9967.75,7284
TC10147,Paprika,Science Fiction,9560.93,5099
BU10148,Sebastian Darke: Prince of Fools,Speculative fiction,427.65,328
PS10149,Nightmare Abbey,Horror,5767.71,9495
PC10150,Eternity in Death,Crime Fiction,2591.41,6024
PS10151,Fantastic Locations: Dragondown Grotto,Role-playing game,8435.43,3792
TC10152,Calculating God,Science Fiction,5458.00,6862
TC10153,The Full Cupboard of Life,Mystery,3948.33,10600
PS10154,Espresso Tales,Serial,1155.48,5054
MC10155,Carnosaur,Science Fiction,4732.54,4396
BU10156,Escape from Raven Castle,Children's literature,7289.33,7642
BU10157,Joker in the pack,Fiction,7623.66,9076
PS10158,The Sky Village,Fantasy,8017.01,3781
MC10159,How Children Fail,Non-fiction,6567.62,2733
MC10160,Evil in Paradise,Children's literature,841.44,348
MC10161,Cold Heaven,Novel,3604.52,11164
PC10162,A Guide to the Perplexed,Novel,9616.76,4568
TC10163,Odd Hours,Thriller,6209.29,10681
PS10164,In the Company of Cheerful Ladies,Mystery,9219.14,2563
BU10165,The Towers of Trebizond,Autobiographical novel,6024.29,6933
PS10166,The King's Daughter,History,2470.83,5902
PS10167,Der Nachsommer,Novel,4117.58,2142
BU10168,The Eternal Lover,Speculative fiction,7148.23,1413
PS10169,The Cave Girl,Science Fiction,3798.53,837
MC10170,Jinx,Children's literature,5879.77,10919
PS10171,Circle of Friends,Fiction,9715.82,11438
BU10172,Out of This World Watt-Evans,Fantasy,4004.88,4707
PS10173,In the Empire of Shadow,Science Fiction,7449.48,5356
BU10174,The Reign of the Brown Magician,Science Fiction,4971.49,3486
PC10175,Blue Shoes and Happiness,Mystery,4961.91,4359
MC10176,Flood,Thriller,5315.30,7172
MC10177,Loyalty in Death,Crime Fiction,6995.14,4605
MC10178,Nude Men,Fiction,6483.93,4860
PS10179,Look Me in the Eye,Autobiography,2357.91,7598
MC10180,Cop Hater,Crime Fiction,3724.85,9213
PS10181,The Prince and the Pilgrim,Speculative fiction,3025.93,10144
TC10182,Hard Love,Young adult literature,9795.39,8300
PC10183,Reserved for the Cat,Speculative fiction,7669.14,2273
BU10184,The Girl in a Swing,Thriller,3232.58,11725
PS10185,Midnight in Death,Crime Fiction,4895.50,3142
PS10186,Ruth Hall,Roman A clef,7443.75,8839
PC10187,Magic for Marigold,Children's literature,6232.22,7730
BU10188,The Beginning Place,Science Fiction,7902.81,1049
PS10189,101 Ways to Bug Your Teacher,Children's literature,5830.56,5966
PS10190,One Fine Day in the Middle of the Night,Crime Fiction,1451.43,1636
MC10191,My Legendary Girlfriend,Comedy,8151.72,9790
MC10192,The Clue in the Old Stagecoach,Mystery,5755.72,11924
BU10193,Helmet for My Pillow,War novel,3857.91,10832
TC10194,Monsieur,Fiction,7565.82,2963
MC10195,Penny from Heaven,Children's literature,6782.02,8546
PC10196,The Maytrees,Novel,7070.17,5653
PC10197,Trapped in the USSR,Children's literature,9273.30,1166
PS10198,"Mara, Daughter of the Nile",Historical fiction,5987.64,11478
MC10199,Trullion: Alastor 2262,Science Fiction,2562.41,3499
MC10200,Journey to Atlantis,Children's literature,4319.16,8588
PC10201,Boot Camp,Young adult literature,7528.39,11727
TC10202,The Cry of the Owl,Crime Fiction,6722.36,10178
PS10203,Hope for the Flowers,Children's literature,8937.43,7580
BU10204,The Appeal,Thriller,4635.93,1463
PS10205,Death of a Colonial,Crime Fiction,5241.33,5842
PS10206,Heroes: Saving Charlie,Speculative fiction,3548.08,10969
MC10207,I Know What You Did Last Summer,Thriller,2995.25,10733
MC10208,Mahars of Pellucidar,Science Fiction,1740.66,5699
TC10209,Blood's a Rover,Crime Fiction,2045.20,3056
TC10210,Peter Pan in Kensington Gardens,Science Fiction,5035.70,11273
BU10211,The Little White Bird,Children's literature,7853.51,380
PS10212,Saving Fish from Drowning,Fiction,8358.02,4991
PS10213,Who Wrote The Dead Sea Scrolls?,History,6085.77,2063
MC10214,Old Masters,Novel,2568.73,4917
TC10215,Under the Green Star,Science Fiction,3078.95,4932
PS10216,When the Green Star Calls,Science Fiction,2767.52,3731
PS10217,Traveller,Speculative fiction,2932.54,11310
BU10218,Heart of Glass,Novel,7190.76,2834
MC10219,By the Light of the Green Star,Science Fiction,928.85,1702
PC10220,Patrimony: A True Story,Non-fiction,8848.27,6218
BU10221,The Angel of the Revolution,Science Fiction,6494.89,2015
BU10222,God is Dead,Speculative fiction,5687.56,4547
TC10223,The Land Leviathan,Alternate history,3672.80,4715
MC10224,The Steel Tsar,Alternate history,6373.50,3551
BU10225,A Nomad of the Time Streams,Science Fiction,7800.29,3903
PC10226,The Virgin's Lover,Novel,5417.34,671
TC10227,Troll Fell,Children's literature,9922.71,10588
PC10228,Out to Canaan,Fiction,1798.12,5033
PC10229,The War of the End of the World,Fiction,2000.44,11213
BU10230,Troll Mill,Children's literature,8925.71,725
BU10231,The Dark Hills Divide,Mystery,8997.74,9694
BU10232,Into the Mist,Children's literature,4520.83,11207
MC10233,Cloudy with a Chance of Meatballs,Picture book,4645.56,9954
PC10234,The Wrong Side of the Sky,Thriller,426.05,9374
BU10235,Chucaro: Wild Pony of the Pampa,Children's literature,2667.63,1676
BU10236,Midnight Plus One,Thriller,5157.80,6394
TC10237,Shooting Script,Thriller,363.87,4302
PC10238,Venus with Pistol,Thriller,6847.57,10238
MC10239,The Fall of the Templar,Science Fiction,4857.67,3269
PC10240,The Moffats,Children's literature,6022.41,2188
BU10241,Blind Faith,Black comedy,2791.63,11171
PS10242,The Good Master,Children's literature,4657.40,11794
MC10243,Word of Honor,Novel,5868.19,1657
PS10244,The Forgotten Beasts of Eld,Fantasy,7227.08,7343
MC10245,Just Above My Head,Fiction,6616.40,2993
TC10246,Tell Me How Long the Train's Been Gone,Novel,408.94,3630
BU10247,Blues for Mister Charlie,Play,2163.05,9384
BU10248,Light House: A Trifle,Satire,719.95,10006
PC10249,The Salt Roads,Speculative fiction,7630.38,5084
MC10250,Farthing,Alternate history,6348.37,3902
MC10251,Trumpet,Fiction,3784.24,4746
TC10252,Tango on intohimoni,Novel,3095.64,8342
PS10253,Gloriana,Speculative fiction,5249.54,6267
MC10254,As the Green Star Rises,Science Fiction,3022.89,1105
BU10255,Madol Doova,Children's literature,6044.36,6607
BU10256,The Day Boy and the Night Girl,Children's literature,2710.98,4442
PS10257,The Vor Game,Science Fiction,7488.33,11290
PS10258,Praisesong for the Widow,Novel,1199.24,1046
MC10259,Jane and Prudence,Fiction,501.53,2186
BU10260,In the Green Star's Glow,Science Fiction,1384.08,8315
PS10261,Honoured Enemy,Speculative fiction,3517.22,7601
PC10262,Special Delivery,Speculative fiction,3172.14,6756
PS10263,Follow the Rabbit-Proof Fence,Biography,5605.76,7877
TC10264,The World My Wilderness,Novel,9211.73,4316
PS10265,Belinda,Fiction,4172.21,8685
PS10266,Portrait in Sepia,Speculative fiction,2277.04,318
MC10267,"Friday Night Lights: A Town, a Team, and a Dream",Non-fiction,7886.28,683
PS10268,True Talents,Science Fiction,2355.90,3538
BU10269,Fablehaven,Speculative fiction,4890.08,10326
PS10270,Artemis Fowl: The Lost Colony,Speculative fiction,6445.92,6835
BU10271,The Warriors of Spider,Science Fiction,9615.56,11612
BU10272,Love Creeps,Fiction,5110.70,1048
PC10273,"Now, Now, Markus",Children's literature,843.86,8101
MC10274,The Blue Boy,Children's literature,9017.77,9235
PS10275,My Booky Wook,Memoir,4642.67,6856
MC10276,Imperial Stars,Science Fiction,4778.81,2047
MC10277,Ports of Call,Science Fiction,8006.93,3960
PC10278,Gangster,Novel,6219.01,8790
PS10279,"Baltimore, or The Steadfast Tin Soldier and the Vampire",Speculative fiction,5348.25,2262
MC10280,The Primrose Path,Speculative fiction,3855.07,6061
MC10281,Treading Air,Novel,5498.30,6150
PC10282,The Romance of the Forest,Gothic fiction,8216.77,4506
BU10283,The Castles of Athlin and Dunbayne,Gothic fiction,3758.91,1318
PS10284,Clermont,Gothic fiction,1342.12,5269
BU10285,Le Calvaire,Fiction,1642.22,9930
PS10286,Goodbye California,Thriller,677.37,7471
PC10287,The Christmas Mystery,Children's literature,8510.88,6927
BU10288,A Special Providence,Fiction,7380.43,880
PS10289,Good Morning Midnight,Crime Fiction,8616.70,8667
MC10290,Dragon of the Lost Sea,Science Fiction,615.38,6913
MC10291,Dragon Steel,Science Fiction,2768.46,531
BU10292,The Castle of Wolfenbach,Gothic fiction,2847.29,4279
PS10293,Duel for the Samurai Sword,Children's literature,4295.73,6176
BU10294,"The Necromancer; or, The Tale of the Black Forest",Gothic fiction,7401.68,7093
PS10295,Dragonsword,Speculative fiction,6610.99,10787
PS10296,The Dragon,Fantasy,3028.54,11552
PC10297,Pursuit of the Deadly Diamonds,Children's literature,6037.90,8948
MC10298,The Firework-Maker's Daughter,Speculative fiction,8852.61,1660
PS10299,So B. It,Children's literature,724.20,11867
MC10300,Now and Forever,Children's literature,5042.13,8983
PS10301,The Sacred Land,Historical novel,1269.03,2574
BU10302,Acorna's Search,Science Fiction,9900.21,10567
PS10303,Darkside,Children's literature,1234.95,6857
BU10304,Millions of Cats,Picture book,5260.19,8205
BU10305,Men of Stone,Children's literature,6375.47,8736
MC10306,Evil Genius,Science Fiction,4400.85,9609
MC10307,The Delivery Man,Novel,6787.68,3703
MC10308,The Ghost of Thomas Kempe,Children's literature,5371.73,4512
MC10309,Shards of Honor,Science Fiction,4961.47,5619
BU10310,A Mysterious Affair of Style,Mystery,2707.96,4516
BU10311,Dragon Cauldron,Children's literature,9940.42,786
PS10312,Dragon War,Speculative fiction,8909.47,7527
BU10313,The Legion of Space,Science Fiction,7499.13,8432
BU10314,Will,Young adult literature,1115.99,3580
PS10315,The Black Curtain,Mystery,6190.81,286
PS10316,Necropolis: City of the Dead,Thriller,515.71,269
PS10317,Judas Country,Thriller,1191.41,6748
PC10318,Duel of Dragons,Speculative fiction,4375.85,8696
TC10319,Dragon Death,Speculative fiction,3562.23,1268
MC10320,The Code of Romulus,Children's literature,3809.76,5324
PC10321,Dustbin Baby,Children's literature,1047.85,420
PS10322,The Wizard of London,Speculative fiction,1112.72,3779
MC10323,The Waxworks Murder,Mystery,7621.41,7693
BU10324,The Problem of the Wire Cage,Mystery,1068.63,10026
PS10325,To Wake the Dead,Mystery,7569.66,7988
BU10326,The Nine Wrong Answers,Mystery,2711.31,579
PS10327,The Bride of Newgate,Detective fiction,2198.42,7555
MC10328,Sepulchre,Novel,369.70,4018
MC10329,A Countess Below Stairs,Historical fiction,1560.67,6079
TC10330,Uncle Target,Thriller,6322.01,4357
TC10331,The Crocus List,Thriller,4353.37,4317
MC10332,Hexwood,Science Fiction,3030.04,11433
PC10333,Finding Violet Park,Young adult literature,8196.41,4342
BU10334,The Sleeping Sphinx,Mystery,8937.65,3286
BU10335,Patrick Butler for the Defense,Mystery,5805.91,9454
PS10336,The Dead Man's Knock,Mystery,3884.18,454
PS10337,Castle Skull,Mystery,1977.59,370
TC10338,The Last Jew,Fiction,9590.95,10925
BU10339,A Company of Swans,Young adult literature,358.65,1879
MC10340,The Man With the Iron Heart,Alternate history,5520.89,8670
MC10341,The Man Who Could Not Shudder,Mystery,3834.29,6546
BU10342,The Black Spectacles,Mystery,8499.93,4232
PS10343,The House at Satan's Elbow,Mystery,7311.81,2515
BU10344,A Place Called Here,Novel,3100.18,2206
TC10345,Burned,Young adult literature,1625.03,2691
MC10346,In a Lonely Place,Mystery,1872.09,4653
MC10347,The Conduct of Major Maxim,Thriller,2115.05,5749
PC10348,Jason and Marceline,Children's literature,6592.02,5102
PS10349,Chosen,Fantasy,8922.75,1406
PS10350,Written in Blood,Crime Fiction,7434.68,4909
PS10351,The Mad Hatter Mystery,Mystery,3336.66,9011
PS10352,The Devil in Velvet,Detective fiction,1159.68,8332
MC10353,Death Turns the Tables,Mystery,7067.04,5613
BU10354,The Testament Of Gideon Mack,Novel,8860.41,11762
PC10355,Berserk,Young adult literature,7120.78,2847
BU10356,A Mercy,Novel,2397.29,2221
MC10357,Tenderness,Thriller,9035.55,5705
BU10358,Lucy Gayheart,Fiction,3334.40,203
MC10359,Fine Things,Fiction,9056.03,9718
PC10360,The Firebrand,Science Fiction,7417.48,4763
BU10361,Mixed Blessings,Romance novel,532.60,697
MC10362,Out of Order,Mystery,269.73,11918
PS10363,The Crimson Patch,Mystery,8150.27,5909
PS10364,The Tinkling Symbol,Mystery,1463.34,2496
MC10365,Deathblow Hill,Mystery,3761.91,1621
PS10366,Sandbar Sinister,Mystery,5209.11,2503
TC10367,The Mystery of the Cape Cod Tavern,Mystery,1652.60,5910
MC10368,Dwellers of the Forbidden City,Role-playing game,4702.69,5628
BU10369,The Killings at Badger's Drift,Mystery,7317.73,8559
MC10370,Lód,Alternate history,8389.85,8090
PC10371,The Jester,Historical fiction,2764.62,5164
PS10372,Brain Wave,Science Fiction,2114.35,3104
MC10373,Silent Honor,Fiction,9546.78,2417
TC10374,Parnassus on Wheels,Fiction,1356.55,5278
BU10375,Singularity,Science Fiction,8970.01,9674
TC10376,Poison In Jest,Mystery,1918.42,6880
PS10377,The Arabian Nights Murder,Mystery,4766.90,10282
PS10378,Ratha and Thistle-chaser,Fantasy,8894.81,10690
PS10379,The Eight of Swords,Mystery,1243.78,408
MC10380,The Four False Weapons,Mystery,2994.06,11672
BU10381,Three Cups of Tea,Autobiography,9145.77,2440
MC10382,The Farther Shore,Science Fiction,1427.07,7495
PC10383,The Color of Death: A Sir John Fielding Mystery,Crime Fiction,4178.41,10117
BU10384,Assassin,Historical novel,4729.49,10658
PS10385,Five Times Dizzy,Children's literature,6838.27,10519
PS10386,Hag's Nook,Mystery,3309.91,583
PC10387,The Demoniacs,Detective fiction,7560.29,4661
BU10388,In Spite of Thunder,Mystery,3315.46,10778
TC10389,The Witch of the Low Tide,Mystery,6308.17,2751
MC10390,The Quantum Prophecy,Science Fiction,2570.48,4152
PS10391,2nd Chance,Crime Fiction,7507.89,8163
PS10392,The Creationists,History,4053.31,3961
MC10393,Sakkara,Science Fiction,5419.56,10293
PS10394,Ha'penny,Alternate history,3697.75,10881
PS10395,Half a Crown,Alternate history,412.99,9579
BU10396,The Fifth Son of the Shoemaker,Novel,9874.01,1661
MC10397,London Calling,Speculative fiction,9912.40,6021
BU10398,Gemma Doyle Trilogy,Fantasy,5454.97,6478
PC10399,Sword Quest,Children's literature,6877.29,5693
TC10400,The Golden Keel,Thriller,2691.05,10673
PS10401,Wyatt's Hurricane,Thriller,3121.65,3152
TC10402,Bahama Crisis,Thriller,2387.99,5898
PC10403,The Girl with the Dragon Tattoo,Thriller,3701.02,11127
BU10404,Socks,Children's literature,7550.31,9917
BU10405,The City of Dreaming Books,Speculative fiction,1468.12,11800
PC10406,The King's Peace,Speculative fiction,8802.93,7716
PS10407,Fortune's Fool,Speculative fiction,4937.39,9721
BU10408,Kowloon Tong: A Novel of Hong Kong,Fiction,6127.69,5491
PS10409,The Battle of the Labyrinth,Children's literature,8493.33,9061
PS10410,The Crows of Pearblossom,Children's literature,4712.04,11925
PS10411,The Seven Songs of Merlin,Children's literature,5815.54,602
PS10412,The Dream Merchant,Fantasy,4530.21,5919
BU10413,Bagthorpes Abroad,Children's literature,1402.11,3952
BU10414,The Gates of Sleep,Speculative fiction,7550.23,2106
MC10415,Five Days In Paris,Travel,404.96,8922
TC10416,First Contact,Science Fiction,8936.01,3415
MC10417,Impulse,Young adult literature,2118.97,6426
PS10418,Odalisque,Speculative fiction,2939.35,3475
PC10419,The Aware,Speculative fiction,6999.62,1856
MC10420,Born of Man and Woman,Speculative fiction,7795.48,10304
BU10421,Nightwings,Science Fiction,7225.93,8194
PS10422,Sunset in St. Tropez,Fiction,3463.83,4656
MC10423,Memoirs of a Madman,Fiction,8783.40,9119
BU10424,"Buffalo Gals, Won't You Come Out Tonight",Speculative fiction,9200.39,7113
MC10425,Thor Meets Captain America,Science Fiction,746.24,2054
PS10426,A Lick of Frost,Fantasy,5925.57,7091
BU10427,Alcatraz Versus the Evil Librarians,Children's literature,8608.33,4256
MC10428,"Gate of Ivory, Gate of Horn",Speculative fiction,4591.94,8065
PC10429,Wish You Well,Crime Fiction,5822.68,6222
PC10430,Speech Sounds,Science Fiction,6639.21,3116
TC10431,Le père de nos pères,Science Fiction,5877.88,4509
BU10432,Love-Letters Between a Nobleman and His Sister,Roman A clef,6547.28,10663
